3SsnPorch,2ndFlrSF,HalfBath,OverallQual,OverallCond,LotArea,GrLivArea,YearRemodAdd,MasVnrArea,1stFlrSF,BsmtFullBath,LotFrontage,MiscVal,KitchenAbvGr,WoodDeckSF,BsmtHalfBath,TotalBsmtSF,TotRmsAbvGrd,YrSold,OpenPorchSF,LowQualFinSF,BsmtUnfSF,GarageYrBlt,FullBath,GarageCars,YearBuilt,BsmtFinSF1,BsmtFinSF2,PoolArea,ScreenPorch,Fireplaces,GarageArea,EnclosedPorch,BedroomAbvGr,MasVnrType_E,LotConfig_E,LandSlope_E,GarageQual_E,Exterior1st_E,GarageFinish_E,Electrical_E,BsmtQual_E,HouseStyle_E,Foundation_E,BsmtCond_E,HeatingQC_E,CentralAir_E,BsmtExposure_E,Utilities_E,LotShape_E,Condition1_E,Condition2_E,PavedDrive_E,BldgType_E,SaleType_E,MSZoning_E,Exterior2nd_E,Heating_E,MSSubClass_E,KitchenQual_E,BsmtFinType2_E,BsmtFinType1_E,GarageType_E,LandContour_E,Neighborhood_E,Fence_E,MoSold_E,SaleCondition_E,ExterQual_E,Functional_E,Alley_E,RoofStyle_E,Street_E,ExterCond_E,PoolQC_E,FireplaceQu_E,RoofMatl_E,GarageCond_E,MasVnrType_E,LotConfig_E,LandSlope_E,GarageQual_E,Exterior1st_E,GarageFinish_E,Electrical_E,BsmtQual_E,HouseStyle_E,Foundation_E,BsmtCond_E,HeatingQC_E,CentralAir_E,BsmtExposure_E,Utilities_E,LotShape_E,Condition1_E,Condition2_E,PavedDrive_E,BldgType_E,SaleType_E,MSZoning_E,Exterior2nd_E,Heating_E,MSSubClass_E,KitchenQual_E,BsmtFinType2_E,BsmtFinType1_E,GarageType_E,LandContour_E,Neighborhood_E,Fence_E,MoSold_E,SaleCondition_E,ExterQual_E,Functional_E,Alley_E,RoofStyle_E,Street_E,ExterCond_E,PoolQC_E,FireplaceQu_E,RoofMatl_E,GarageCond_E
0,0.0,0,5,5,9.32375833901,6.94793706861,1965,0.0,6.94793706861,1.0,4.26267987704,0,0.69314718056,0,0.0,6.94793706861,5,2008,0,0,134.0,1965.0,1,1.0,1965,906.0,0.0,0,0,0,5.95324333429,0,3,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,10.0,6.0,12.0,2.0,6.0,2.0,3.0,2.0,7.0,0.0,4.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,10.0,6.0,12.0,2.0,6.0,2.0,3.0,2.0,7.0,0.0,4.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0
0,7.04141166379,0,9,5,9.38639231576,7.75147531802,2006,286.0,7.07580886398,1.0,4.45434729625,0,0.69314718056,147,0.0,7.06987412846,11,2006,21,0,177.0,2005.0,3,3.0,2005,998.0,0.0,0,0,2,6.60258789219,0,4,5.0,1.0,1.0,4.0,7.0,4.0,6.0,5.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,9.0,6.0,15.0,4.0,6.0,7.0,7.0,2.0,24.0,0.0,9.0,6.0,4.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0,5.0,1.0,1.0,4.0,7.0,4.0,6.0,5.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,9.0,6.0,15.0,4.0,6.0,7.0,7.0,2.0,24.0,0.0,9.0,6.0,4.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,5,6,9.47031717334,6.81673588059,1962,0.0,6.81673588059,1.0,4.2341065046,0,0.69314718056,140,0.0,6.81673588059,4,2008,0,0,175.0,1962.0,1,1.0,1962,737.0,0.0,0,176,0,5.86646805693,0,2,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,2.0,6.0,5.0,3.0,2.0,7.0,0.0,12.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,2.0,6.0,5.0,3.0,2.0,7.0,0.0,12.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,7,5,9.27359682161,7.30988148582,2007,306.0,7.30988148582,0.0,4.52178857705,0,0.69314718056,160,0.0,7.30988148582,7,2007,33,0,1494.0,2006.0,2,3.0,2006,0.0,0.0,0,0,1,6.73459165997,0,3,5.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,12.0,3.0,6.0,6.0,6.0,2.0,17.0,0.0,8.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,5.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,12.0,3.0,6.0,6.0,6.0,2.0,17.0,0.0,8.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,1,6,5,9.2984428202,7.13409372119,1960,212.0,7.13409372119,1.0,4.2341065046,0,0.69314718056,0,0.0,7.13409372119,5,2008,213,0,520.0,1960.0,1,1.0,1960,733.0,0.0,0,0,1,5.86646805693,176,2,3.0,3.0,1.0,4.0,5.0,3.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,6.0,12.0,2.0,6.0,3.0,6.0,2.0,11.0,2.0,2.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,3.0,3.0,6.0,3.0,3.0,1.0,4.0,5.0,3.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,6.0,12.0,2.0,6.0,3.0,6.0,2.0,11.0,2.0,2.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,3.0,3.0,6.0
0,0.0,0,7,8,8.71948076085,6.75110146894,2001,0.0,6.75110146894,0.0,3.95124371858,0,0.69314718056,48,0.0,6.72503364217,5,2007,112,0,832.0,1991.0,1,2.0,1929,0.0,0.0,0,0,0,6.35784226651,0,2,2.0,3.0,1.0,4.0,6.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,4.0,4.0,9.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,3.0,1.0,4.0,6.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,4.0,4.0,9.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,6,7,9.32741204356,6.91274282049,1970,180.0,6.91274282049,1.0,4.2341065046,700,0.69314718056,0,0.0,6.91274282049,5,2010,0,0,426.0,1970.0,1,2.0,1970,578.0,0.0,0,0,1,6.17586727011,0,2,3.0,5.0,1.0,4.0,6.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,12.0,2.0,6.0,5.0,6.0,2.0,11.0,0.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,3.0,5.0,1.0,4.0,6.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,12.0,2.0,6.0,5.0,6.0,2.0,11.0,0.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,0.0,0,4,5,9.28656039789,7.16780918432,1967,0.0,7.16780918432,0.0,4.29045944115,500,1.09861228867,0,0.0,0.0,6,2006,0,0,0.0,1967.0,2,2.0,1967,0.0,0.0,0,0,0,6.24804287451,0,2,2.0,1.0,1.0,4.0,5.0,2.0,6.0,0.0,6.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,6.0,6.0,5.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,5.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,0.0,6.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,6.0,6.0,5.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,5.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,1,5,5,9.52485909838,7.01660968389,2004,0.0,7.01660968389,1.0,4.20469261939,0,0.69314718056,0,0.0,7.01660968389,6,2008,102,0,468.0,2004.0,1,2.0,2004,646.0,0.0,0,0,0,6.35784226651,0,3,2.0,1.0,1.0,4.0,12.0,2.0,6.0,3.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,3.0,6.0,7.0,3.0,2.0,13.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,12.0,2.0,6.0,3.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,3.0,6.0,7.0,3.0,2.0,13.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,5,6,8.93075873556,7.20042489294,1965,0.0,7.20042489294,0.0,4.26267987704,0,0.69314718056,0,0.0,6.93731408122,6,2009,0,0,525.0,1958.0,1,1.0,1958,504.0,0.0,0,0,0,5.68697535634,0,3,2.0,1.0,1.0,4.0,11.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,11.0,6.0,12.0,2.0,6.0,4.0,6.0,2.0,11.0,3.0,2.0,2.0,2.0,4.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,11.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,11.0,6.0,12.0,2.0,6.0,4.0,6.0,2.0,11.0,3.0,2.0,2.0,2.0,4.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0
0,7.10578612948,1,8,5,9.56212336983,7.77359446736,2006,380.0,7.05531284334,0.0,4.62497281328,0,0.69314718056,240,0.0,7.05531284334,9,2006,154,0,1158.0,2005.0,3,3.0,2005,0.0,0.0,0,0,1,6.74993119379,0,4,3.0,3.0,1.0,4.0,12.0,3.0,6.0,5.0,7.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,15.0,3.0,6.0,6.0,7.0,2.0,24.0,0.0,11.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,3.0,3.0,1.0,4.0,12.0,3.0,6.0,5.0,7.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,15.0,3.0,6.0,6.0,7.0,2.0,24.0,0.0,11.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,7,7,8.91596931137,7.01121398735,1950,0.0,7.01121398735,0.0,4.06044301055,0,0.69314718056,0,0.0,6.45833828334,6,2007,0,0,637.0,1930.0,1,1.0,1930,0.0,0.0,0,0,1,5.63835466933,205,3,2.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,1.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,6.0,3.0,3.0,6.0,6.0,6.0,1.0,2.0,4.0,3.0,5.0,2.0,7.0,1.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,1.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,6.0,3.0,3.0,6.0,6.0,6.0,1.0,2.0,4.0,3.0,5.0,2.0,7.0,1.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,8,5,9.18430435743,7.49331724886,2002,281.0,7.49331724886,0.0,4.33073334029,0,0.69314718056,171,0.0,7.48324441607,7,2008,159,0,1777.0,2002.0,2,2.0,2002,0.0,0.0,0,0,1,6.2822667469,0,3,3.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,3.0,6.0,6.0,6.0,2.0,17.0,0.0,12.0,5.0,3.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0,3.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,3.0,6.0,6.0,6.0,2.0,17.0,0.0,12.0,5.0,3.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,5,7,8.34877453979,6.96696713861,1976,0.0,6.96696713861,1.0,3.80666248977,0,0.69314718056,100,0.0,6.94793706861,6,2007,110,0,200.0,1976.0,1,2.0,1976,840.0,0.0,0,0,1,6.35088571671,0,3,2.0,1.0,1.0,4.0,13.0,2.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,14.0,6.0,14.0,2.0,6.0,7.0,6.0,2.0,1.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0,1.0,1.0,4.0,13.0,2.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,14.0,6.0,14.0,2.0,6.0,7.0,6.0,2.0,1.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,0.0,0,5,8,9.01760477683,6.96696713861,2001,0.0,6.96696713861,1.0,4.2341065046,0,0.69314718056,406,0.0,6.96696713861,6,2010,90,0,204.0,1968.0,1,1.0,1968,188.0,668.0,0,0,1,5.60211882088,0,3,2.0,1.0,1.0,4.0,10.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,3.0,7.0,2.0,6.0,2.0,7.0,3.0,2.0,5.0,2.0,7.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,6.0,2.0,1.0,1.0,4.0,10.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,3.0,7.0,2.0,6.0,2.0,7.0,3.0,2.0,5.0,2.0,7.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,6.0
